chapter,according,alma,ammon,away,began,behold,believe,brethren,bring,brother,brought,called,came,cast,cause,children,christ,church,city,come,commanded,commandments,concerning,day,days,death,destroy,did,earth,exceedingly,face,faith,father,fathers,forth,given,god,good,great,hand,hands,hath,having,heart,hearts,holy,house,insomuch,israel,jesus,king,know,lamanites,land,law,lord,make,man,manner,men,moroni,nephi,nephites,pass,people,power,remember,repent,said,saith,save,saw,say,saying,seed,shall,sins,son,sons,spake,speak,spirit,spoken,thee,things,thou,thy,time,unto,voice,went,wherefore,wilderness,word,words,world,written,ye,yea,year
2 Nephi 31,0.10312166629038481,0.0,0.0,0.022269154927082598,0.0,0.0969411574798808,0.0,0.18489323404299113,0.0,0.03492968640012176,0.0,0.0,0.03683546736769265,0.0,0.02610565633992363,0.08746120627758026,0.165863365894976,0.0,0.0,0.03590445996383906,0.0,0.11613603136043107,0.044538309854165195,0.0,0.0,0.0,0.0,0.018736442867381478,0.0,0.0,0.0,0.02919687939198453,0.2786452201305441,0.0,0.0,0.027941676675436726,0.17207641103410476,0.0,0.0,0.0,0.0,0.02507987032426231,0.056491198616376914,0.029528123117766744,0.0,0.31648390477937466,0.0,0.0,0.033993516236121284,0.033993516236121284,0.0,0.10833724967361741,0.0,0.0,0.0,0.08180554233357679,0.027643894315829334,0.0410661306330106,0.025204256931378236,0.1254094658844072,0.0,0.023551678736660888,0.0,0.017280430019085323,0.0,0.0,0.0303903411452796,0.05905624623553349,0.044334298998847985,0.03492968640012176,0.10389384242619323,0.0,0.02389053792397641,0.07561277079413471,0.0,0.14797413802988107,0.12227602668738834,0.20364979348925183,0.0,0.0,0.1201575148811033,0.0,0.025842439961902428,0.0,0.07335648651333561,0.027941676675436726,0.0,0.0,0.3160509857736296,0.09745786223615105,0.0,0.30932969002561833,0.0,0.07377768687222369,0.057933971898396976,0.02903400784010777,0.029528123117766744,0.5338596982291378,0.10368258011451194,0.0
2 Nephi 32,0.0,0.0,0.0,0.0,0.0,0.1520835428993189,0.0,0.0725162016381095,0.0,0.0,0.03973782596906242,0.0,0.0,0.0,0.0,0.0,0.2168419222742521,0.0,0.0,0.0,0.0,0.0,0.06987273654922961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03642875859874822,0.0,0.0,0.0876711046952295,0.0,0.0,0.028894169036477627,0.0,0.0,0.0,0.0,0.0,0.11574415138145043,0.1655024372884734,0.0,0.0,0.0,0.0,0.0,0.0339923994857423,0.0,0.0,0.0,0.025667687554633625,0.0,0.06442550101726083,0.0,0.03279088122567251,0.0,0.03694842146114581,0.0,0.0,0.0,0.03525978647240086,0.04767707412872898,0.0,0.06955267957370813,0.0,0.08149553838821394,0.0,0.14992012654699072,0.0,0.0,0.14509079369698918,0.0,0.0,0.0,0.0,0.23563238056148147,0.12162666287695413,0.040542220958984715,0.046324406430253935,0.11508336246046547,0.0,0.12738433120514042,0.0,0.30694122856963857,0.0,0.0,0.19411344533536298,0.0,0.038581383793816815,0.12118421703208829,0.0,0.0,0.7408932616984996,0.0,0.0
2 Nephi 33,0.033743783464976564,0.0,0.0,0.03643490106586635,0.0,0.07930344670813125,0.30008648395077714,0.07562665390943718,0.0,0.0,0.04144230866742451,0.0,0.030133532539769647,0.04451575668585268,0.0,0.03577415048145291,0.40705734096934193,0.0,0.0,0.029371914895048392,0.09293115353574485,0.0,0.0,0.21562589190830034,0.0,0.0,0.0,0.0,0.11031657511971277,0.0,0.09607781973251682,0.09553891160775638,0.037991304793467504,0.047502979195380705,0.03229057956987592,0.04571579966179407,0.11261472709361255,0.10498002008457924,0.1506676626988482,0.0,0.0,0.16413422009076048,0.0,0.0,0.08047252596277102,0.12945102539064135,0.05031031816671838,0.0,0.055617305865421025,0.11123461173084205,0.0,0.10635132729188194,0.0,0.0,0.0,0.05353731385538277,0.0,0.06718891721176336,0.0,0.06839477440407334,0.0,0.07706651532265617,0.0,0.0,0.10843010974364867,0.11031657511971277,0.0,0.0,0.0,0.0,0.04249557159382254,0.0,0.03908767030094226,0.0,0.0,0.3026284055838148,0.0,0.0,0.0,0.0,0.04914788169273043,0.08456241347240535,0.0,0.0,0.12001965666880775,0.0,0.0,0.0,0.2708597027881478,0.05315076062670305,0.0,0.10121979652772572,0.0,0.0,0.3791465893308248,0.0,0.24155704335869385,0.23516121024117176,0.0,0.0
Jacob 1,0.09780858691271684,0.0,0.0,0.03520298972259406,0.157804691311809,0.025540698046504114,0.04832336167324517,0.0,0.0,0.1104334129771137,0.0,0.16936664537849813,0.08734403596035188,0.0,0.0,0.03456457997392328,0.17479742373324175,0.0,0.0,0.11351524916333239,0.0,0.0,0.10560896916778217,0.03472255005830256,0.08978903049341512,0.045642188962060695,0.04489451524670756,0.059236985674409694,0.0,0.04147858126062067,0.0,0.04615430843843432,0.0,0.0,0.031198793120914396,0.0,0.10880707685530563,0.0,0.08734403596035188,0.08129266428269873,0.0,0.0,0.22325264371514517,0.0,0.038875822652810206,0.0,0.0,0.0,0.053736812493036246,0.0,0.09552375343224864,0.0,0.1325102672362126,0.0,0.0,0.05172714771529786,0.0,0.03245858631264116,0.0,0.06608225821920403,0.0,0.4839951760184122,0.14582778283067463,0.08195050090886775,0.4452467741330274,0.0,0.0,0.0,0.03504173995657138,0.0,0.04105874110564224,0.045642188962060695,0.0,0.0,0.05893616840811302,0.08771884379984722,0.04832336167324517,0.04024109587164816,0.0,0.0,0.0,0.04085162420237316,0.0,0.0,0.08697122710550258,0.0,0.0,0.03363861051787569,0.1665373718406352,0.0,0.0,0.44008840663548504,0.05040249154379252,0.038875822652810206,0.0305272625447804,0.04589684175029127,0.0,0.0,0.027316833636289253,0.0
Jacob 2,0.07392171268795458,0.0,0.0,0.019954270178390715,0.0,0.14477349605267673,0.0,0.20709191470953633,0.0,0.0312987359402147,0.0,0.0,0.016503205227341933,0.0,0.0,0.039184794975500994,0.024770303936863528,0.0,0.0,0.08043045381308461,0.0,0.07804774433965334,0.15963416142712572,0.03936388077296576,0.0,0.025871568786033475,0.025447761506055145,0.0,0.020138993846532272,0.047022984332466454,0.0,0.0,0.020806664437155512,0.0,0.017684553274600927,0.07511139521610205,0.2929591399339699,0.02874715757171451,0.016503205227341933,0.023039744626818737,0.0,0.06741843282261846,0.0,0.07937599991764388,0.15425311097552702,0.0,0.0,0.0,0.0,0.0,0.0,0.058245337753937164,0.025037131738700688,0.10750992549938218,0.0,0.21990550146500168,0.024770303936863528,0.018398647557919107,0.022584267526140275,0.01872885293117386,0.0,0.06331042586099046,0.0,0.0,0.17815146812551452,0.020138993846532272,0.0,0.0,0.0,0.28168862346193224,0.04654702453756301,0.0,0.0428142199381221,0.022584267526140275,0.06681411078785855,0.18231425559614325,0.027391350063007382,0.02281004271583272,0.0,0.028051864041711463,0.026916777081936245,0.0,0.02315611125600076,0.02645866663921463,0.09859658949907472,0.025037131738700688,0.0,0.0,0.4045677133059314,0.0,0.0,0.19402234886891453,0.0,0.28647006324026447,0.017303906555250617,0.0,0.02645866663921463,0.47836483650589673,0.06193649835903771,0.0
Jacob 3,0.0,0.0,0.0,0.041866451861695166,0.04691876005715486,0.0911256470292144,0.0,0.13035110180359888,0.054584509181875664,0.0,0.0476203412142018,0.050356379966533554,0.03462570372342776,0.05115196500756219,0.04907915042362828,0.12332159867681863,0.0,0.0,0.0,0.03375054755374044,0.0,0.0,0.0,0.12388521389689253,0.0,0.10856330795199849,0.05339245547727071,0.0,0.0,0.0,0.0,0.05489071092184359,0.04365487724045987,0.10916901836375133,0.0,0.0525309049803479,0.22645494011233647,0.0,0.03462570372342776,0.04834014728181101,0.0,0.04715065241884517,0.0,0.16654036704007222,0.046234503674358426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1050618099606958,0.0751895722959706,0.0,0.0922776228736914,0.05197106825261455,0.0,0.0,0.0,0.0,0.0885552439972807,0.0,0.0,0.09344578626138329,0.0,0.22853777052347737,0.16654036704007222,0.0,0.0,0.048830619829369024,0.0,0.0,0.0,0.0,0.278194307188084,0.11494067471148428,0.0,0.0,0.05885617489558552,0.056474626328014726,0.0,0.0,0.0,0.034477911503712357,0.0,0.0,0.04000595628493049,0.33953263221346,0.0,0.0,0.23261837495415436,0.0,0.09246900734871685,0.07261134226790322,0.0,0.11102691136004815,0.6176411047200028,0.0,0.0
Jacob 4,0.09917148943649641,0.0,0.0,0.07138704348162747,0.0,0.2589659197080481,0.0,0.2593072954191806,0.0,0.0,0.0,0.0,0.08856112140044405,0.0,0.041842755828783856,0.10513864843441036,0.2658496775455529,0.0,0.0,0.028774253592194078,0.0,0.0,0.10708056522244122,0.0,0.0,0.0,0.0,0.0,0.10807184752030152,0.0,0.09412282309297466,0.09359488069970003,0.074436511363436,0.046536386021703804,0.0,0.0,0.24822728229222915,0.05142194049691587,0.11808149520059207,0.041212713789488944,0.044073201270139174,0.08039720407954623,0.181090825635783,0.0,0.03941753333977478,0.04227231632291722,0.0,0.05142194049691587,0.0,0.0544856019365642,0.0,0.13891637969117393,0.0,0.0,0.05800659377125364,0.07867190057360055,0.0,0.1316435070266485,0.0,0.06700307385867728,0.0,0.0,0.0,0.027697476918026768,0.05311188402154807,0.14409579669373535,0.0,0.0,0.0,0.0,0.08326173883828246,0.0,0.0,0.0,0.0,0.029647050652247584,0.0,0.12240549240455262,0.0,0.05017822301150832,0.1444434538639005,0.20710433234582543,0.0,0.0,0.32333809817251585,0.0,0.0,0.0,0.31359336863480175,0.0,0.0,0.396640682672013,0.05110481927490589,0.11825260001932433,0.1547632058975807,0.09307277204340761,0.047328365531628544,0.06582175351332425,0.0,0.0
Jacob 5,0.09891102065040284,0.0,0.0,0.14239909821065838,0.06981772064719896,0.2776571910521222,0.0,0.00923665136513366,0.12763894168164283,0.0,0.23283134065060831,0.010704727140593217,0.2429034305418612,0.1739816336202196,0.03129964349658772,0.0,0.0,0.0,0.0,0.03587334937981225,0.011350134136534502,0.034810620458629864,0.0,0.008778479922515047,0.011350134136534502,0.0,0.0,0.06739274904722886,0.0,0.02097305020509013,0.0,0.0,0.0,0.0,0.2839540076439106,0.0,0.0,0.37182990487226386,0.0,0.030828353046730973,0.0,0.13030232309673004,0.0,0.0,0.0,0.0,0.03686786430070576,0.0,0.040756873741530884,0.0,0.0,0.008659470187946144,0.0,0.023975626994469968,0.0,0.24847336417399932,0.0,0.008206109510399004,0.0,0.0,0.0,0.0,0.0,0.21409166469128058,0.0,0.0,0.012145603379349414,0.0,0.28349365828695644,0.027919536352215633,0.031141146070875047,0.03461747815903427,0.009547934876966438,0.02014593430829498,0.0,0.17741510524548987,0.0,0.0,0.0,0.012511608126219449,0.0,0.0,0.010328019176601737,0.04720406002822366,0.007329292440601293,0.1340038353758009,0.04326774358073958,0.17008881349822788,0.39697696738196914,0.0,0.0807741157044133,0.17307453031762166,0.0,0.019657002613916504,0.023153509251659,0.0,0.0,0.09026720461438904,0.03453091365988396,0.0
Jacob 6,0.043388985110499614,0.0,0.0,0.04684932208299125,0.0,0.1359616780772589,0.0,0.14586525680378784,0.12216211967765944,0.0,0.0,0.0,0.0,0.11447996079217532,0.0,0.0,0.17446971553313348,0.0,0.0,0.07553495471963678,0.0,0.0,0.14054796624897375,0.23104968413806817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12456120792924152,0.0,0.25340720206371414,0.13498713127641637,0.03874679305158139,0.05409350515362973,0.057848021176690315,0.05276243873951746,0.0,0.06212056788774179,0.15521175483005623,0.11096856045683587,0.12938167696019848,0.0,0.14302951289297766,0.0,0.0,0.04558346933382862,0.0,0.0,0.0,0.03442011350236361,0.05815657184437783,0.0,0.0,0.0,0.0,0.0,0.0,0.03635416046758711,0.06971169107459597,0.18913209066705364,0.0,0.12424113577548358,0.04663472547390397,0.0,0.0,0.0,0.05026034933077353,0.0,0.0,0.2723914340626133,0.0,0.0,0.0,0.06586113156579552,0.0,0.05436671472940085,0.1087334294588017,0.0,0.0771628217324117,0.0,0.0,0.08953478730045354,0.18997159941809946,0.06834318279209446,0.0,0.06507604947423376,0.0,0.1034745032200375,0.16250682871455432,0.06108105983882972,0.0,0.6047576887939444,0.07270832093517422,0.0
Jacob 7,0.04136448276230949,0.0,0.0,0.13399008786164227,0.050053192973260836,0.048606672363147564,0.0,0.09270618468895014,0.0,0.07005552096695666,0.0,0.0,0.2955111393723873,0.027284599724780673,0.0,0.0,0.33265813995584553,0.0,0.0,0.10801581292447056,0.028479683543049344,0.0,0.04466336262054742,0.0,0.05695936708609869,0.0,0.028479683543049344,0.1315233517665102,0.0676152405178959,0.026312721311848142,0.0,0.05855771428877608,0.023285632357706986,0.0,0.0,0.0,0.1725595598401416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049323224476020625,0.07934312869646361,0.0,0.1286887178991829,0.0,0.0,0.0,0.0869131475052243,0.028020130123200284,0.0,0.07258374645127479,0.06562818595638091,0.027721511662987128,0.06177215154405082,0.025275024368764103,0.0,0.0,0.09447122454196573,0.0,0.20794739127961473,0.19937696420712836,0.225384135059653,0.0,0.0,0.26675267371352307,0.0,0.02604638778119871,0.02895398448359185,0.07187285027153159,0.050550048737528205,0.0,0.12984091181424257,0.0,0.025527699086451267,0.0,0.1255761864178886,0.09037116601905561,0.025914999262376195,0.05182999852475239,0.08883309276651745,0.14712490745348758,0.1681207807392017,0.027141785946714528,0.06401786345920614,0.45276911464084796,0.03257716675471239,0.0,0.27917839145980333,0.031973772320744755,0.024661612238010312,0.09682772738866904,0.0,0.059222061844344975,0.10295358590675135,0.01732894927330123,0.0
Enos 1,0.15041732008230266,0.0,0.0,0.08120666405828086,0.0910064220053586,0.07855677041147303,0.0,0.11237189431406712,0.07058357710945269,0.0,0.06157816707431572,0.0,0.20148623289158607,0.0,0.03173228128561104,0.0,0.10080617995243632,0.0,0.0,0.04364304839323699,0.0,0.035291788554726346,0.05413777603885391,0.0800983802810836,0.06904212485791296,0.03509597655515564,0.06904212485791296,0.18219808538589505,0.0,0.06378884749256497,0.035689952043353346,0.354897642665905,0.11290080061501465,0.07058357710945269,0.0479798246675208,0.03396402420653137,0.20916451999722485,0.0,0.022387359210176233,0.0,0.0,0.030485404748052725,0.03433345213226379,0.03589240187676007,0.0,0.06411609396101879,0.0,0.0,0.0,0.0,0.0,0.02633749587130861,0.20378414523918822,0.07292108677247579,0.0,0.17898717439814063,0.0,0.024958614171394413,0.09190980224291642,0.0,0.0,0.08588351329176971,0.1495098741961422,0.1470345051943159,0.181253013693595,0.08195842259057887,0.0,0.0,0.16166938246410054,0.0,0.09471477911098627,0.07019195311031128,0.05807946443459504,0.06127320149527761,0.0,0.2023508439529805,0.07431525993462994,0.0,0.0,0.0,0.03651384982568033,0.03141233314726161,0.0,0.10767720563028021,0.08916721471604677,0.06792804841306274,0.2631948590815232,0.05173195733730976,0.40246416206775015,0.11846322719120427,0.07019195311031128,0.22560022868773824,0.03875635024894975,0.029893065854478137,0.07042064249735681,0.035291788554726346,0.0,0.09983445668557765,0.0210049293134737,0.0
Jarom 1,0.2075080215490855,0.0,0.0,0.1344342594545483,0.05021911723532956,0.16255933823097432,0.06151291308010256,0.09301350185235145,0.0,0.0,0.0,0.0,0.18530671660167172,0.0,0.0,0.04399876022622358,0.0,0.0,0.0,0.036124626957173604,0.0,0.17527227035614215,0.0,0.04419984723120856,0.0,0.0,0.0,0.2639186924628104,0.0,0.26399946893421344,0.2954161661826871,0.1762554920605337,0.04672564652949005,0.17527227035614215,0.0,0.05622603138856308,0.06925263505421787,0.0,0.0,0.0,0.05533168565401545,0.0,0.0,0.0,0.09897345784549609,0.10614153051012878,0.0,0.0,0.0,0.0,0.0,0.0,0.22490412555425232,0.32191421439150525,0.1456487171303244,0.1646143516881212,0.0,0.0,0.15215286016764398,0.08411898645340686,0.0,0.14217658910908765,0.12375369344242555,0.1390911521805837,0.16669824215627846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04807407052934696,0.050717620055881325,0.0,0.07444075946306485,0.0,0.05122464470370806,0.0,0.06299623313795866,0.0,0.0520018128236491,0.0,0.0,0.11070946532208359,0.0,0.0,0.04282005335045128,0.2119926785700743,0.0,0.0,0.18673590417805225,0.0,0.14846018676824413,0.03885948291818087,0.0,0.1782551415811512,0.12395384733702977,0.06954557609029186,0.0
Omni 1,0.1333132537739261,0.0,0.0,0.09596345782353634,0.026886004495623724,0.24368407390372865,0.032932407988387764,0.04979700095557874,0.0,0.11289068327771176,0.08186410125130257,0.05771174926678813,0.3174668127932335,0.0,0.0,0.0,0.029781144535363364,0.0,0.0,0.05802054692968713,0.06119129304549395,0.12511493121025297,0.09596345782353634,0.023663444456728445,0.1223825860909879,0.031105186732360245,0.0,0.20185025551647776,0.0,0.0565353697903245,0.0,0.0,0.050031382939921584,0.1563936640128162,0.02126200140525653,0.0,0.05561407965445906,0.06912496970616497,0.059525027398731285,0.05540101296601467,0.08886942052006397,0.0,0.03042936953363489,0.0,0.0,0.056825404817352876,0.0,0.034562484853082484,0.07324335773584928,0.0,0.19529853336060604,0.04668527891522512,0.120407798137917,0.30160281802367267,0.0,0.24676463547966834,0.11912457814145345,0.0884822057208846,0.027152889893302657,0.022517554792485853,0.0,0.05074508971084522,0.16563624280029912,0.2420137595657077,0.23203930754622004,0.07263886887327967,0.0,0.0,0.0,0.0,0.08394469052403938,0.06221037346472049,0.0,0.027152889893302657,0.0401650439059358,0.039853639485594027,0.0,0.10969735061943565,0.0,0.06745307765636999,0.06472366513923376,0.0,0.0,0.0,0.059270957878638716,0.0,0.0,0.13754843297880512,0.19456345105842085,0.06999512317144552,0.09331556019708075,0.1999470574402472,0.27479469269960993,0.026493902910636958,0.041608705606669474,0.0,0.09543314979952024,0.11060275715110574,0.07446577217406392,0.0
Words of Mormon 1,0.19911358241482055,0.0,0.0,0.03583219846347902,0.0,0.12998602796380443,0.0,0.11156346769459902,0.0,0.0,0.0,0.0,0.17781039938910914,0.0,0.0,0.0,0.17792170572644242,0.0,0.0,0.08665814257619399,0.0,0.0,0.21499319078087414,0.14137268620098328,0.04569694770013328,0.0,0.0,0.24118308629921686,0.0,0.0,0.0,0.0,0.0,0.04671718951722431,0.0,0.04495957333427993,0.1938157640859119,0.0,0.05927013312970304,0.0,0.22122217391436355,0.0,0.09089720049502627,0.0,0.0,0.12730965907421843,0.0,0.0,0.0,0.0,0.4861555961486878,0.13945609859030597,0.17983829333711973,0.09652863654867055,0.0,0.07897755719713626,0.044480426431610605,0.03303874232738938,0.0,0.03363169733713887,0.0687108933274362,0.18947922123749156,0.049478089759367974,0.16683052410536472,0.29325029078576487,0.03616390967509317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928670674825363,0.0,0.08192070872522071,0.0,0.05037317579781315,0.09666976439375322,0.041581795112004265,0.0,0.0,0.20656003049456556,0.0,0.0,0.034239857966909475,0.07264886395490884,0.0,0.0,0.19909085692631573,0.0,0.07914135723719208,0.031072898599553832,0.0,0.14253673809459727,0.0,0.055610174701788244,0.0
Mosiah 1,0.06117753020225018,0.0,0.0,0.0,0.0,0.023962878037297405,0.04533810391633688,0.06855561867331536,0.0,0.0,0.07513496797962274,0.03972593328695905,0.10926427968373205,0.0,0.0,0.097287882987862,0.0,0.0,0.0,0.0,0.042121080302568024,0.21530743191842935,0.16514132615616167,0.0,0.042121080302568024,0.0,0.0,0.08336628038288713,0.03333401945082151,0.0,0.0,0.0,0.10331743914420288,0.3875533774531728,0.0,0.04144140679174679,0.17864933598053997,0.0,0.0,0.11440600777549459,0.040782229103360434,0.07439389700659528,0.041892166479627485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688678338776047,0.09640755821293054,0.08288281358349359,0.1779501982602701,0.0,0.19412646117377527,0.04099975398603865,0.0,0.0,0.030999957230079016,0.0,0.06986085412780563,0.0,0.1025171593352187,0.29487592820883946,0.03333401945082151,0.13521935400340185,0.0,0.0,0.0,0.0,0.042822565204040895,0.10629900761662353,0.07476286240869429,0.0,0.08229986321130293,0.0,0.07551026762884303,0.43576194017558967,0.04643138523820652,0.044552591735221456,0.0,0.03832794572037804,0.0,0.10879790907769185,0.04144140679174679,0.0,0.09468158462814648,0.26785584478117164,0.0,0.042822565204040895,0.0,0.04728879200719928,0.0,0.05728277808548439,0.0,0.043794328312297966,0.21317381402798458,0.025629289833804674,0.0
Mosiah 2,0.037136541060879436,0.0,0.0,0.0,0.0149790539447474,0.09697442849000025,0.0,0.06935875910100968,0.0,0.0,0.015203037314836947,0.01607653167010491,0.04421773152711204,0.0,0.015668769610755993,0.026247367106921396,0.0,0.0,0.0,0.04310013920712268,0.13636651435158312,0.1742638353159531,0.04009823619470543,0.07910197539992925,0.05113744288184367,0.0,0.0,0.011245724022081863,0.04046943961180228,0.03149766466837256,0.0,0.0,0.08362225604507931,0.01742638353159531,0.011845741752906156,0.0,0.20656256290448247,0.0,0.03316329864533403,0.015432839080768966,0.04951199960652977,0.16558395443032065,0.033906352118862566,0.0,0.014760601597382296,0.01582962623415813,0.0,0.0,0.0,0.0,0.2176141320674656,0.013004931830063515,0.0,0.0840162933432482,0.04344321666696988,0.09820034240989405,0.016592029157926323,0.08626847222700672,0.045383233034916384,0.05018100298173384,0.0,0.0,0.0,0.03111544945105546,0.05966608970968083,0.04046943961180228,0.03648092563521868,0.0,0.03991456340852249,0.0,0.0,0.0,0.1864101513685916,0.015127744344972126,0.0,0.08881495438958177,0.018347698925245105,0.03055795316838276,0.04408669634804374,0.05637040392809927,0.14423850472540925,0.07755392790557734,0.10857549906780826,0.0,0.12107974406312916,0.0,0.0,0.06386053004951454,0.24389443833121574,0.01949826211672658,0.0,0.0,0.0,0.0,0.1159077106371206,0.0,0.03544590889774033,0.7517681151210585,0.0,0.0
Mosiah 3,0.048103940741726414,0.0,0.0,0.0,0.0,0.2072623310268042,0.07129877446584093,0.02695266879253862,0.0,0.0,0.0,0.06247306599099574,0.0,0.03173004182995601,0.03044425557630491,0.22949261972481494,0.22566697458277846,0.0,0.0,0.20935779994097656,0.09935951700667248,0.0,0.10388060506743278,0.051231437130262285,0.0,0.033671417139166104,0.0,0.0,0.02621056605333334,0.030599816611076486,0.0,0.10214766256009719,0.054159056478733744,0.0,0.023016152408598792,0.03258541117913,0.2608767854119456,0.03741394819030377,0.06443594262939464,0.0,0.0,0.23398392196092488,0.0,0.0,0.05735938923784322,0.09227039494267716,0.0,0.0,0.0,0.0792860583740278,0.0,0.0,0.0,0.0,0.12661457384229868,0.2862033582989695,0.0,0.11972767129870181,0.02939304913993893,0.19500232855584293,0.0,0.0,0.0,0.0,0.1352523534223259,0.02621056605333334,0.0,0.0,0.05170238633123734,0.040734785064155156,0.0,0.033671417139166104,0.11144399251140535,0.0,0.0,0.4314163201075735,0.10694816169876138,0.029686891799991018,0.0,0.03650903520738739,0.035031738379046155,0.030137294258037198,0.060274588516074395,0.13774206098179534,0.14970879453847136,0.09775623353738999,0.1578197980025318,0.09926427390858375,0.35102544027961397,0.0,0.0,0.0,0.0,0.0,0.06756224107370686,0.03385928105308335,0.0,0.0,0.0,0.0
Mosiah 4,0.0841578795678441,0.0,0.0,0.0,0.020367089371986426,0.06592829090336949,0.1746321614244962,0.01886148551905977,0.0,0.0,0.02067164060287723,0.0,0.04509229153395541,0.022204692570575932,0.04260979794698429,0.05353300084416845,0.06768077783188506,0.0,0.0,0.10255605482331563,0.0,0.047389469605718736,0.01817391946667783,0.071703549432594,0.0,0.0,0.0,0.0,0.09171080902351389,0.04282752126241984,0.0,0.11913827365377876,0.0,0.023694734802859368,0.0,0.0,0.21064805870420625,0.0,0.04509229153395541,0.020984103133678045,0.0,0.12280651286507863,0.046102624800618594,0.024097983659532793,0.08028023479375768,0.0,0.0,0.0,0.0,0.05548440688363459,0.07397273707628789,0.0,0.0,0.0,0.0,0.09346642386893388,0.0,0.18432801080997252,0.0,0.03411567166640996,0.0,0.0,0.0,0.028205214301552452,0.013521376651206594,0.03668432360940555,0.07440492659209319,0.07229395097859838,0.01809067255257167,0.0,0.021197013666659967,0.0,0.21446848119491027,0.04113852880256856,0.0,0.10566684353078566,0.1746321614244962,0.020774895580894542,0.0,0.0,0.04903044156627539,0.06327026205905512,0.12654052411811023,0.0,0.14966608326821385,0.09121312116711987,0.022088468177739372,0.034732583984504,0.2456477059699702,0.02651187775907862,0.0,0.0,0.0,0.0,0.07880012683566001,0.09477893921143747,0.0,0.7373120432398901,0.0,0.0
Mosiah 5,0.0,0.0,0.0,0.03346167526908673,0.0,0.024277328457400736,0.04593304855533186,0.0,0.04362655634158276,0.0,0.07612091892461646,0.24148339673970134,0.02767452225912211,0.04088310249249361,0.0,0.032854844432644165,0.207688845355394,0.0,0.0,0.08092516648852256,0.0,0.04362655634158276,0.0,0.03300500053323062,0.042673809877693904,0.0,0.0,0.0,0.033771441717200736,0.039426844927165444,0.0,0.08774257490095667,0.0,0.0,0.0,0.04198521742063098,0.23270611326348578,0.09641325320088022,0.08302356677736633,0.11590728893009361,0.0,0.037685061661709526,0.0,0.044369014913569774,0.147811326671726,0.0,0.0,0.0,0.0,0.0,0.1361980122862705,0.1627877609183922,0.0,0.0,0.0,0.04916846645938323,0.0,0.06170604732416387,0.0,0.0,0.0,0.0,0.0,0.07789682271763197,0.049790901244308565,0.033771441717200736,0.09132917077903081,0.0,0.06661680343235171,0.0,0.0,0.0,0.14359187398596607,0.03787196521816531,0.0,0.33351933904935815,0.0,0.0,0.11037004543455647,0.0,0.0,0.07766180054856121,0.2329854016456836,0.0,0.11022559852979336,0.04198521742063098,0.0,0.0,0.22614229646044007,0.09762691487376533,0.0,0.0,0.0,0.0,0.11606893098309531,0.0,0.044369014913569774,0.6170604732416387,0.02596560757254399,0.0
Mosiah 6,0.14132866099880625,0.0,0.0,0.0,0.17101508998128848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18931183914645355,0.0,0.08944476916778679,0.07491621073198841,0.09471517259639532,0.0,0.0,0.0,0.09730559339850854,0.2984341893717446,0.07629991738489315,0.0,0.0,0.0,0.0,0.3209796347344517,0.15401250488923757,0.0,0.0,0.0,0.1591185007938179,0.0,0.0,0.09573545241891748,0.11791570886979452,0.0,0.0,0.0,0.0,0.0,0.09677677041442681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621122343807428,0.07423831956686167,0.0,0.0,0.0,0.05605741342333009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17762174458108668,0.34060234171567266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08721964568008476,0.0,0.0,0.0,0.0,0.0,0.0,0.18850380309470022,0.0,0.0,0.07290923934819085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1141919506980653
